idx	kutu_w	font	kapasite	EN
298	1968.33	40	98	The goal of career mode is to build your space program from its fledgling roots to an epic undertaking \nthat reaches the limits of the solar system. Seeing a fully advanced KSC with kerbals orbiting or walking \non planets throughout the system is an amazing reward.
299	658.17	40	32	It adds making decisions about \ncontracts, crew assignments, \nstrategies and a number of other \nactivities, to your already busy job \nof building and flying missions.\n\n\nSo let's look at some of the details.
300	1998.2	40	99	The career mode of Kerbal Space Program adds some directed play to the game. It's mostly procedurally \ngenerated, so it will not be the same on each playthrough.
301	510.88	70	14	Your KSP Career
302	1987.9	40	99	To advance your career you will need to take on contracts from the various companies based on Kerbin. \nThe rewards, goals and timelines for these will vary depending on your reach into the system and your \nreputation.\n\n\nYou will sometimes be offered contracts \nrelated to vessels or kerbals you have \nout there too, so keep an eye out for \nopportunities. \n\n\nBe aware that turning down (or failing) \ncontracts will cost you in Reputation and \nsometimes even Funds and Science.
303	2004.38	40	100	This society of kerbal philanthropists is interested in the advancement of space exploration. They reward \nspace programs for doing things that have never been done before.<color=#ef2929>*</color> Through this group you may find \nyourself getting unexpected rewards.
304	618	35	35	<color=#ef2929><i>*Note:</i></color> Must be space program related.
305	1147.42	70	32	World-Firsts Record Keeping Society
306	666.41	70	19	Working for The Man
307	1317.37	40	65	The brainiacs of kerbal society. These guys and girls spend their time \nunravelling the universe (we just hope they get it put back together \nby dinner-time). When situated in a mobile processing lab they can \nincrease the science earned significantly.
308	1877.69	40	93	The whole of kerbal society is knocking at the door to be involved in your Space Program. With the \nseemingly endless list of applicants you will find that there are three areas (or roles) that kerbals \nspecialize in.
309	1360.63	40	68	These kerbals are mechanical wunderkind. They can repair a number \nof broken parts, as well as increase the efficiency of drilling operations. \nThey all strive to attain status like their hero MacGyver Kerman.
310	1293.68	40	64	Sometimes thought of as the rockstars of space exploration, pilots \nare focused on ship control and get better as they experience more \nsituations.
311	321.36	70	9	Your Staff
312	215.27	50	8	Scientists
313	218.36	50	8	Engineers
314	127.72	50	5	Pilots
315	1329.73	40	66	Reputation is earned through the successful completion of contracts. \nThe better your reputation the better (and more rewarding) the \ncontracts you will be offered. \n\nReputation can be traded for other currencies via strategies, as well \nas being lost if kerbals go missing, so don't ignore it. 
316	1273.08	40	63	Your Funds pay for vessel builds, hire astronauts, upgrade/repair \nfacilities and on harder difficulties even buy parts as you research. \nHaving enough to keep up with your planned missions is critical.
317	1309.13	40	65	Some would say Science is the whole reason for any space program. \nCompleting experiments and extending your kerbals' reach into \nspace are the primary ways to generate Science.
318	1311.19	40	65	Recovering vessels on Kerbin will net you some handy salvage funds \n(the closer to the KSC you land the more return you get), but your \nmain source of Funds are contracts.
319	1154.63	40	57	This is used to unlock new technology and parts, to build on \nsuccesses and get further afield.
320	1332.82	40	66	Throughout your career there are three currencies to keep an eye on. 
321	328.57	70	9	Currencies
322	350.2	70	10	Reputation
323	228.66	70	6	Science
324	182.31	70	5	Funds
